Date ,Ward,Cumulative_cases,Num_of_sealed_buildings,Num_of_containment_zones_slums_and_chawls,Num_of_sealed_floors
2020-07-28,C,1473,40,14,
2020-07-28,D,4162,288,18,
2020-07-28,E,4341,37,15,
2020-07-28,FN,4361,252,21,
2020-07-28,FS,5170,161,34,
2020-07-28,GN,6557,194,12,
2020-07-28,GS,4846,173,6,
2020-07-28,HE,3978,117,17,
2020-07-28,HW,2922,164,10,
2020-07-28,KE,7150,921,44,
2020-07-28,KW,6304,307,59,
2020-07-28,L,5000,103,63,
2020-07-28,ME,4014,64,45,
2020-07-28,MW,3242,113,12,
2020-07-28,N,5804,410,16,
2020-07-28,PN,6758,389,28,
2020-07-28,PS,3539,215,24,
2020-07-28,RC,5169,673,11,
2020-07-28,RN,2684,213,31,
2020-07-28,RS,4937,526,25,
2020-07-28,S,6272,118,62,
2020-07-28,T,4670,373,27,
2020-07-29,A,2630,58,22,
2020-07-29,B,970,55,6,
2020-07-29,C,1490,45,14,
2020-07-29,D,4229,283,16,
2020-07-29,E,4370,38,15,
2020-07-29,FN,4402,251,21,
2020-07-29,FS,5213,182,34,
2020-07-29,GN,6612,199,12,
2020-07-29,GS,4887,183,6,
2020-07-29,HE,3991,108,17,
2020-07-29,HW,2956,162,9,
2020-07-29,KE,7209,711,44,
2020-07-29,KW,6354,364,59,
2020-07-29,L,5043,90,65,
2020-07-29,ME,4047,179,43,
2020-07-29,MW,3273,95,12,
2020-07-29,N,5850,347,16,
2020-07-29,PN,6815,471,27,
2020-07-29,PS,3583,208,23,
2020-07-29,RC,5258,807,11,
2020-07-29,RN,2732,194,31,
2020-07-29,RS,4987,591,25,
2020-07-29,S,6300,131,61,
2020-07-29,T,4720,421,27,
2020-07-30,A,2657,57,23,
2020-07-30,B,975,55,7,
2020-07-30,C,1503,36,14,
2020-07-30,D,4294,275,16,
2020-07-30,E,4396,37,15,
2020-07-30,FN,4436,252,21,
2020-07-30,FS,5260,167,34,
2020-07-30,GN,6676,182,13,
2020-07-30,GS,4930,173,6,
2020-07-30,HE,4015,109,17,
2020-07-30,HW,2996,161,8,
2020-07-30,KE,7278,394,44,
2020-07-30,KW,6405,294,59,
2020-07-30,L,5067,108,66,
2020-07-30,ME,4078,65,43,
2020-07-30,MW,3297,128,12,
2020-07-30,N,5917,357,16,
2020-07-30,PN,6881,352,27,
2020-07-30,PS,3647,242,23,
2020-07-30,RC,5381,678,11,
2020-07-30,RN,2770,252,32,
2020-07-30,RS,5048,448,24,
2020-07-30,S,6350,116,59,
2020-07-30,T,4795,378,27,
2020-07-31,A,2692,60,22,
2020-07-31,B,985,53,7,
2020-07-31,C,1520,37,11,
2020-07-31,D,4365,275,16,
2020-07-31,E,4449,37,15,
2020-07-31,FN,4460,252,21,
2020-07-31,FS,5299,169,34,
2020-07-31,GN,6750,182,13,
2020-07-31,GS,4982,177,6,
2020-07-31,HE,4031,105,17,
2020-07-31,HW,3021,154,8,
2020-07-31,KE,7330,414,44,
2020-07-31,KW,6445,294,59,
2020-07-31,L,5105,108,66,
2020-07-31,ME,4111,63,43,
2020-07-31,MW,3323,136,12,
2020-07-31,N,5963,332,16,
2020-07-31,PN,6945,358,28,
2020-07-31,PS,3677,261,24,
2020-07-31,RC,5450,723,11,
2020-07-31,RN,2808,268,32,
2020-07-31,RS,5113,426,24,
2020-07-31,S,6404,117,58,
2020-07-31,T,4831,408,27,
2020-08-01,A,2712,60,21,
2020-08-01,B,999,56,5,
2020-08-01,C,1530,44,12,
2020-08-01,D,4423,272,16,
2020-08-01,E,4477,37,15,
2020-08-01,FN,4500,252,21,
2020-08-01,FS,5346,172,34,
2020-08-01,GN,6811,205,16,
2020-08-01,GS,5009,177,6,
2020-08-01,HE,4050,110,17,
2020-08-01,HW,3050,170,8,
2020-08-01,KE,7384,414,44,
2020-08-01,KW,6497,303,59,
2020-08-01,L,5132,103,66,
2020-08-01,ME,4144,64,44,
2020-08-01,MW,3349,136,12,
2020-08-01,N,6001,358,16,
2020-08-01,PN,6999,358,28,
2020-08-01,PS,3720,272,25,
2020-08-01,RC,5532,768,11,
2020-08-01,RN,2851,281,33,
2020-08-01,RS,5166,462,24,
2020-08-01,S,6458,119,57,
2020-08-01,T,4882,326,27,
2020-08-02,A,2748,59,20,
2020-08-02,B,1014,58,9,
2020-08-02,C,1542,41,12,
2020-08-02,D,4492,281,16,
2020-08-02,E,4518,37,15,
2020-08-02,FN,4533,252,21,
2020-08-02,FS,5402,174,34,
2020-08-02,GN,6858,205,16,
2020-08-02,GS,5070,177,6,
2020-08-02,HE,4066,118,17,
2020-08-02,HW,3066,170,8,
2020-08-02,KE,7419,414,44,
2020-08-02,KW,6549,322,59,
2020-08-02,L,5176,103,62,
2020-08-02,ME,4189,64,44,
2020-08-02,MW,3388,136,12,
2020-08-02,N,6058,358,16,
2020-08-02,PN,7051,358,28,
2020-08-02,PS,3751,272,25,
2020-08-02,RC,5609,658,11,
2020-08-02,RN,2887,296,34,
2020-08-02,RS,5228,454,24,
2020-08-02,S,6494,120,58,
2020-08-02,T,4929,343,27,
2020-08-03,A,2762,58,23,
2020-08-03,B,1030,64,10,
2020-08-03,C,1554,41,12,
2020-08-03,D,4552,303,17,
2020-08-03,E,4550,37,15,
2020-08-03,FN,4575,252,21,
2020-08-03,FS,5448,182,34,
2020-08-03,GN,6935,243,22,
2020-08-03,GS,5118,178,6,
2020-08-03,HE,4084,117,17,
2020-08-03,HW,3088,193,8,
2020-08-03,KE,7453,414,44,
2020-08-03,KW,6579,300,60,
2020-08-03,L,5211,100,67,
2020-08-03,ME,4216,62,43,
2020-08-03,MW,3407,130,10,
2020-08-03,N,6094,323,16,
2020-08-03,PN,7107,377,28,
2020-08-03,PS,3783,296,26,
2020-08-03,RC,5680,707,11,
2020-08-03,RN,2913,296,34,
2020-08-03,RS,5284,477,26,
2020-08-03,S,6524,123,57,
2020-08-03,T,4971,343,27,
2020-08-04,A,2801,60,22,
2020-08-04,B,1043,70,10,
2020-08-04,C,1564,41,13,
2020-08-04,D,4598,284,15,
2020-08-04,E,4580,37,15,
2020-08-04,FN,4590,252,21,
2020-08-04,FS,5472,185,34,
2020-08-04,GN,6960,243,22,
2020-08-04,GS,5141,178,6,
2020-08-04,HE,4097,121,17,
2020-08-04,HW,3114,171,8,
2020-08-04,KE,7487,414,44,
2020-08-04,KW,6618,314,60,
2020-08-04,L,5230,100,63,
2020-08-04,ME,4225,56,40,
2020-08-04,MW,3428,134,10,
2020-08-04,N,6132,323,16,
2020-08-04,PN,7134,346,28,
2020-08-04,PS,3809,302,27,
2020-08-04,RC,5723,731,11,
2020-08-04,RN,2927,297,34,
2020-08-04,RS,5320,493,25,
2020-08-04,S,6556,116,56,
2020-08-04,T,5024,341,24,
2020-08-05,A,2823,61,21,
2020-08-05,B,1056,72,10,
2020-08-05,C,1578,42,13,
2020-08-05,D,4663,263,13,
2020-08-05,E,4626,37,15,
2020-08-05,FN,4629,252,21,
2020-08-05,FS,5515,187,34,
2020-08-05,GN,7031,235,24,
2020-08-05,GS,5177,184,6,
2020-08-05,HE,4124,126,17,
2020-08-05,HW,3157,166,7,
2020-08-05,KE,7532,512,44,
2020-08-05,KW,6658,339,60,
2020-08-05,L,5259,99,64,
2020-08-05,ME,4242,58,39,
2020-08-05,MW,3467,133,9,
2020-08-05,N,6178,361,16,
2020-08-05,PN,7201,346,28,
2020-08-05,PS,3844,308,28,
2020-08-05,RC,5818,666,11,
2020-08-05,RN,2952,320,36,
2020-08-05,RS,5402,425,25,
2020-08-05,S,6610,117,54,
2020-08-05,T,5085,352,24,
2020-08-06,A,2858,64,21,
2020-08-06,B,1067,70,10,
2020-08-06,C,1588,41,12,
2020-08-06,D,4706,260,13,
2020-08-06,E,4664,37,15,
2020-08-06,FN,4647,252,21,
2020-08-06,FS,5558,187,34,
2020-08-06,GN,7078,249,26,
2020-08-06,GS,5212,185,6,
2020-08-06,HE,4140,125,17,
2020-08-06,HW,3176,165,7,
2020-08-06,KE,7578,493,44,
2020-08-06,KW,6703,280,60,
2020-08-06,L,5280,99,60,
2020-08-06,ME,4281,58,34,
2020-08-06,MW,3496,136,9,
2020-08-06,N,6222,306,16,
2020-08-06,PN,7229,341,28,
2020-08-06,PS,3870,203,22,
2020-08-06,RC,5904,708,11,
2020-08-06,RN,2974,327,37,
2020-08-06,RS,5437,431,26,
2020-08-06,S,6642,115,55,
2020-08-06,T,5133,352,24,
2020-08-07,A,2872,63,21,
2020-08-07,B,1081,70,11,
2020-08-07,C,1606,40,12,
2020-08-07,D,4738,242,11,
2020-08-07,E,4701,37,15,
2020-08-07,FN,4684,252,21,
2020-08-07,FS,5603,191,34,
2020-08-07,GN,7116,261,31,
2020-08-07,GS,5243,173,6,
2020-08-07,HE,4167,128,17,
2020-08-07,HW,3201,154,4,
2020-08-07,KE,7609,493,44,
2020-08-07,KW,6729,293,33,
2020-08-07,L,5308,97,60,
2020-08-07,ME,4294,56,35,
2020-08-07,MW,3512,136,9,
2020-08-07,N,6263,322,16,
2020-08-07,PN,7269,330,28,
2020-08-07,PS,3915,203,22,
2020-08-07,RC,5996,633,11,
2020-08-07,RN,3000,328,37,
2020-08-07,RS,5471,411,26,
2020-08-07,S,6682,114,54,
2020-08-07,T,5167,369,24,
2020-08-08,A,2931,57,23,
2020-08-08,B,1091,69,9,
2020-08-08,C,1627,37,12,
2020-08-08,D,4817,248,10,
2020-08-08,E,4746,37,15,
2020-08-08,FN,4708,252,21,
2020-08-08,FS,5656,194,34,
2020-08-08,GN,7174,287,34,
2020-08-08,GS,5303,169,5,
2020-08-08,HE,4188,128,17,
2020-08-08,HW,3230,171,5,
2020-08-08,KE,7659,425,44,
2020-08-08,KW,6792,283,34,
2020-08-08,L,5340,100,60,
2020-08-08,ME,4326,58,36,
2020-08-08,MW,3555,143,7,
2020-08-08,N,6316,326,16,
2020-08-08,PN,7329,330,28,
2020-08-08,PS,3982,218,24,
2020-08-08,RC,6101,596,11,
2020-08-08,RN,3045,353,40,
2020-08-08,RS,5568,426,26,
2020-08-08,S,6735,109,54,
2020-08-08,T,5216,368,24,
2020-08-09,A,2964,65,23,
2020-08-09,B,1090,72,10,
2020-08-09,C,1642,46,12,
2020-08-09,D,4871,250,11,
2020-08-09,E,4799,37,15,
2020-08-09,FN,4743,252,21,
2020-08-09,FS,5679,196,34,
2020-08-09,GN,7212,287,34,
2020-08-09,GS,5337,169,5,
2020-08-09,HE,4225,134,17,
2020-08-09,HW,3259,171,5,
2020-08-09,KE,7695,425,44,
2020-08-09,KW,6842,294,34,
2020-08-09,L,5372,101,58,
2020-08-09,ME,4343,58,36,
2020-08-09,MW,3584,143,7,
2020-08-09,N,6350,326,16,
2020-08-09,PN,7379,369,28,
2020-08-09,PS,3983,218,24,
2020-08-09,RC,6104,631,11,
2020-08-09,RN,3085,353,40,
2020-08-09,RS,5635,412,26,
2020-08-09,S,6780,108,51,
2020-08-09,T,5243,372,25,
2020-08-10,A,2964,61,18,
2020-08-10,B,1090,67,11,
2020-08-10,C,1642,49,11,
2020-08-10,D,4871,258,13,
2020-08-10,E,4799,37,15,
2020-08-10,FN,4743,252,21,
2020-08-10,FS,5679,202,34,
2020-08-10,GN,7212,318,38,
2020-08-10,GS,5337,180,6,
2020-08-10,HE,4225,137,17,
2020-08-10,HW,3259,161,5,
2020-08-10,KE,7695,423,44,
2020-08-10,KW,6842,297,35,
2020-08-10,L,5372,98,55,
2020-08-10,ME,4343,54,33,
2020-08-10,MW,3584,149,8,
2020-08-10,N,6350,346,16,
2020-08-10,PN,7379,313,29,
2020-08-10,PS,3983,255,27,
2020-08-10,RC,6104,623,10,
2020-08-10,RN,3085,212,42,
2020-08-10,RS,5635,441,26,
2020-08-10,S,6780,111,52,
2020-08-10,T,5243,371,25,
2020-08-11,A,3017,65,16,
2020-08-11,B,1101,66,11,
2020-08-11,C,1682,54,10,
2020-08-11,D,5004,252,12,
2020-08-11,E,4864,37,15,
2020-08-11,FN,4812,252,21,
2020-08-11,FS,5773,207,34,
2020-08-11,GN,7333,324,38,
2020-08-11,GS,5407,181,6,
2020-08-11,HE,4256,138,17,
2020-08-11,HW,3335,178,6,
2020-08-11,KE,7764,507,44,
2020-08-11,KW,6919,296,35,
2020-08-11,L,5412,94,56,
2020-08-11,ME,4387,51,31,
2020-08-11,MW,3633,145,8,
2020-08-11,N,6435,305,16,
2020-08-11,PN,7463,304,29,
2020-08-11,PS,4048,272,24,
2020-08-11,RC,6238,635,10,
2020-08-11,RN,3127,220,43,
2020-08-11,RS,5738,433,28,
2020-08-11,S,6850,111,54,
2020-08-11,T,5316,388,26,
2020-08-12,A,3040,58,18,
2020-08-12,B,1112,62,11,
2020-08-12,C,1700,55,10,
2020-08-12,D,5091,247,14,
2020-08-12,E,4907,37,15,
2020-08-12,FN,4850,252,21,
2020-08-12,FS,5825,208,34,
2020-08-12,GN,7400,355,41,
2020-08-12,GS,5456,181,6,
2020-08-12,HE,4279,137,17,
2020-08-12,HW,3375,169,6,
2020-08-12,KE,7823,506,44,
2020-08-12,KW,6965,304,36,
2020-08-12,L,5449,93,58,
2020-08-12,ME,4411,49,31,
2020-08-12,MW,3674,145,8,
2020-08-12,N,6482,325,16,
2020-08-12,PN,7524,304,29,
2020-08-12,PS,4089,282,24,
2020-08-12,RC,6327,635,10,
2020-08-12,RN,3150,233,43,
2020-08-12,RS,5783,409,27,
2020-08-12,S,6884,109,57,
2020-08-12,T,5364,397,26,
2020-08-13,A,3072,59,19,
2020-08-13,B,1122,61,11,
2020-08-13,C,1733,55,11,
2020-08-13,D,5166,257,15,
2020-08-13,E,4960,37,15,
2020-08-13,FN,4883,244,21,
2020-08-13,FS,5880,131,30,
2020-08-13,GN,7438,352,46,
2020-08-13,GS,5496,173,6,
2020-08-13,HE,4360,140,17,
2020-08-13,HW,3416,167,5,
2020-08-13,KE,7888,506,44,
2020-08-13,KW,7010,298,36,
2020-08-13,L,5480,95,58,
2020-08-13,ME,4429,54,27,
2020-08-13,MW,3712,152,8,
2020-08-13,N,6534,343,16,
2020-08-13,PN,7586,325,29,
2020-08-13,PS,4127,195,24,
2020-08-13,RC,6414,622,10,
2020-08-13,RN,3196,247,45,
2020-08-13,RS,5845,431,30,
2020-08-13,S,6927,111,56,
2020-08-13,T,5403,399,26,
2020-08-14,A,3085,58,19,
2020-08-14,B,1133,57,11,
2020-08-14,C,1739,56,12,
2020-08-14,D,5215,266,15,
2020-08-14,E,4990,37,15,
2020-08-14,FN,4919,244,21,
2020-08-14,FS,5917,136,31,
2020-08-14,GN,7486,370,12,
2020-08-14,GS,5527,180,6,
2020-08-14,HE,4397,136,17,
2020-08-14,HW,3451,182,7,
2020-08-14,KE,7938,506,44,
2020-08-14,KW,7058,299,37,
2020-08-14,L,5520,101,62,
2020-08-14,ME,4452,54,26,
2020-08-14,MW,3758,157,8,
2020-08-14,N,6564,284,16,
2020-08-14,PN,7635,318,29,
2020-08-14,PS,4158,192,18,
2020-08-14,RC,6495,617,10,
2020-08-14,RN,3229,261,47,
2020-08-14,RS,5901,409,26,
2020-08-14,S,6978,108,55,
2020-08-14,T,5447,407,28,
2020-08-15,A,3109,59,18,
2020-08-15,B,1149,61,9,
2020-08-15,C,1769,65,12,
2020-08-15,D,5293,224,14,
2020-08-15,E,5048,37,15,
2020-08-15,FN,4967,244,21,
2020-08-15,FS,5961,140,31,
2020-08-15,GN,7533,370,12,
2020-08-15,GS,5575,180,6,
2020-08-15,HE,4420,136,17,
2020-08-15,HW,3488,196,6,
2020-08-15,KE,7992,457,44,
2020-08-15,KW,7118,302,39,
2020-08-15,L,5563,105,61,
2020-08-15,ME,4492,54,28,
2020-08-15,MW,3788,157,8,
2020-08-15,N,6623,332,16,
2020-08-15,PN,7706,318,29,
2020-08-15,PS,4211,198,17,
2020-08-15,RC,6593,522,10,
2020-08-15,RN,3255,261,47,
2020-08-15,RS,5969,434,27,
2020-08-15,S,7024,102,55,
2020-08-15,T,5492,407,28,
2020-08-16,A,3133,58,18,
2020-08-16,B,1150,59,7,
2020-08-16,C,1798,68,13,
2020-08-16,D,5348,249,15,
2020-08-16,E,5091,37,15,
2020-08-16,FN,5001,244,21,
2020-08-16,FS,6005,147,32,
2020-08-16,GN,7582,369,13,
2020-08-16,GS,5620,180,6,
2020-08-16,HE,4439,134,17,
2020-08-16,HW,3519,206,6,
2020-08-16,KE,8042,457,44,
2020-08-16,KW,7171,306,40,
2020-08-16,L,5597,105,59,
2020-08-16,ME,4520,61,32,
2020-08-16,MW,3812,157,8,
2020-08-16,N,6657,332,16,
2020-08-16,PN,7749,319,29,
2020-08-16,PS,4248,208,17,
2020-08-16,RC,6675,534,10,
2020-08-16,RN,3272,286,52,
2020-08-16,RS,6043,464,28,
2020-08-16,S,7066,104,53,
2020-08-16,T,5541,425,29,
2020-08-17,A,3140,58,18,
2020-08-17,B,1156,59,7,
2020-08-17,C,1810,68,13,
2020-08-17,D,5382,249,15,
2020-08-17,E,5121,37,15,
2020-08-17,FN,5040,244,21,
2020-08-17,FS,6034,147,32,
2020-08-17,GN,7632,369,13,
2020-08-17,GS,5654,180,6,
2020-08-17,HE,4458,134,17,
2020-08-17,HW,3559,206,6,
2020-08-17,KE,8070,457,44,
2020-08-17,KW,7212,306,40,
2020-08-17,L,5626,105,59,
2020-08-17,ME,4537,61,32,
2020-08-17,MW,3833,157,8,
2020-08-17,N,6696,332,16,
2020-08-17,PN,7786,319,29,
2020-08-17,PS,4265,208,17,
2020-08-17,RC,6732,534,10,
2020-08-17,RN,3282,286,52,
2020-08-17,RS,6091,464,28,
2020-08-17,S,7096,104,53,
2020-08-17,T,5570,425,29,
2020-08-18,A,3168,53,16,
2020-08-18,B,1160,56,7,
2020-08-18,C,1817,63,14,
2020-08-18,D,5438,239,17,
2020-08-18,E,5149,37,15,
2020-08-18,FN,5062,244,21,
2020-08-18,FS,6066,150,31,
2020-08-18,GN,7660,371,13,
2020-08-18,GS,5687,171,6,
2020-08-18,HE,4476,139,17,
2020-08-18,HW,3589,190,6,
2020-08-18,KE,8106,551,44,
2020-08-18,KW,7261,314,40,
2020-08-18,L,5654,105,55,
2020-08-18,ME,4548,66,29,
2020-08-18,MW,3858,148,8,
2020-08-18,N,6733,288,16,
2020-08-18,PN,7844,316,29,
2020-08-18,PS,4302,213,18,
2020-08-18,RC,6815,564,10,
2020-08-18,RN,3318,313,53,
2020-08-18,RS,6159,445,28,
2020-08-18,S,7138,100,53,
2020-08-18,T,5634,357,29,
2020-08-19,A,,55,20,
2020-08-19,B,,50,6,
2020-08-19,C,,67,14,
2020-08-19,D,,238,17,
2020-08-19,E,,37,15,
2020-08-19,FN,,244,21,
2020-08-19,FS,,157,31,
2020-08-19,GN,,382,14,
2020-08-19,GS,,176,6,
2020-08-19,HE,,144,17,
2020-08-19,HW,,190,6,
2020-08-19,KE,,551,44,
2020-08-19,KW,,319,40,
2020-08-19,L,,103,57,
2020-08-19,ME,,65,29,
2020-08-19,MW,,149,8,
2020-08-19,N,,303,16,
2020-08-19,PN,,329,29,
2020-08-19,PS,,217,14,
2020-08-19,RC,,552,10,
2020-08-19,RN,,330,54,
2020-08-19,RS,,433,29,
2020-08-19,S,,98,54,
2020-08-19,T,,315,30,
2020-08-20,A,3225,52,20,
2020-08-20,B,1168,50,6,
2020-08-20,C,1848,62,14,
2020-08-20,D,5566,252,17,
2020-08-20,E,5271,37,15,
2020-08-20,FN,5144,244,21,
2020-08-20,FS,6186,160,31,
2020-08-20,GN,7807,407,16,
2020-08-20,GS,5757,170,6,
2020-08-20,HE,4542,146,17,
2020-08-20,HW,3666,205,7,
2020-08-20,KE,8223,551,44,
2020-08-20,KW,7380,336,41,
2020-08-20,L,5731,106,61,
2020-08-20,ME,4601,71,29,
2020-08-20,MW,3931,154,8,
2020-08-20,N,6821,327,16,
2020-08-20,PN,7939,317,29,
2020-08-20,PS,4379,229,18,
2020-08-20,RC,7055,515,10,
2020-08-20,RN,3419,330,54,
2020-08-20,RS,6301,438,29,
2020-08-20,S,7217,98,54,
2020-08-20,T,5715,315,30,
2020-08-21,A,3270,54,21,
2020-08-21,B,1178,48,5,
2020-08-21,C,1875,65,14,
2020-08-21,D,5622,248,17,
2020-08-21,E,5325,37,15,
2020-08-21,FN,5194,244,21,
2020-08-21,FS,6220,165,31,
2020-08-21,GN,7854,420,18,
2020-08-21,GS,5781,177,6,
2020-08-21,HE,4587,147,17,
2020-08-21,HW,3720,218,8,
2020-08-21,KE,8296,551,44,
2020-08-21,KW,7476,362,41,
2020-08-21,L,5766,111,60,
2020-08-21,ME,4633,70,33,
2020-08-21,MW,3971,160,9,
2020-08-21,N,6854,278,10,
2020-08-21,PN,8019,336,29,
2020-08-21,PS,4456,243,18,
2020-08-21,RC,7202,600,10,
2020-08-21,RN,3473,382,64,
2020-08-21,RS,6403,469,30,
2020-08-21,S,7274,95,57,
2020-08-21,T,5767,315,30,
2020-08-22,A,3322,54,20,
2020-08-22,B,1190,49,6,
2020-08-22,C,1892,63,13,
2020-08-22,D,5671,243,17,
2020-08-22,E,5365,37,15,
2020-08-22,FN,5222,244,21,
2020-08-22,FS,6262,175,31,
2020-08-22,GN,7895,444,20,
2020-08-22,GS,5823,177,6,
2020-08-22,HE,4607,140,17,
2020-08-22,HW,3752,227,8,
2020-08-22,KE,8341,551,44,
2020-08-22,KW,7539,365,41,
2020-08-22,L,5803,107,60,
2020-08-22,ME,4657,69,33,
2020-08-22,MW,4017,160,9,
2020-08-22,N,6885,309,10,
2020-08-22,PN,8080,342,24,
2020-08-22,PS,4507,243,18,
2020-08-22,RC,7331,548,10,
2020-08-22,RN,3524,382,64,
2020-08-22,RS,6473,476,31,
2020-08-22,S,7331,98,56,
2020-08-22,T,5812,331,30,
2020-08-23,A,3365,54,19,
2020-08-23,B,1195,49,5,
2020-08-23,C,1917,63,13,
2020-08-23,D,5716,243,19,
2020-08-23,E,5395,37,15,
2020-08-23,FN,5271,244,21,
2020-08-23,FS,6304,175,31,
2020-08-23,GN,7926,444,20,
2020-08-23,GS,5853,177,6,
2020-08-23,HE,4636,140,17,
2020-08-23,HW,3802,227,8,
2020-08-23,KE,8370,551,44,
2020-08-23,KW,7574,365,40,
2020-08-23,L,5831,107,61,
2020-08-23,ME,4677,69,30,
2020-08-23,MW,4041,160,9,
2020-08-23,N,6922,309,10,
2020-08-23,PN,8144,342,24,
2020-08-23,PS,4557,243,17,
2020-08-23,RC,7408,548,10,
2020-08-23,RN,3548,382,68,
2020-08-23,RS,6532,476,31,
2020-08-23,S,7371,98,56,
2020-08-23,T,5865,331,30,
2020-08-24,A,,57,19,
2020-08-24,B,,53,4,
2020-08-24,C,,56,13,
2020-08-24,D,,257,16,
2020-08-24,E,,37,15,
2020-08-24,FN,,244,21,
2020-08-24,FS,,181,33,
2020-08-24,GN,,412,20,
2020-08-24,GS,,168,6,
2020-08-24,HE,,146,17,
2020-08-24,HW,,240,9,
2020-08-24,KE,,583,44,
2020-08-24,KW,,368,41,
2020-08-24,L,,110,59,
2020-08-24,ME,,72,29,
2020-08-24,MW,,141,8,
2020-08-24,N,,326,10,
2020-08-24,PN,,373,24,
2020-08-24,PS,,239,17,
2020-08-24,RC,,677,10,
2020-08-24,RN,,279,68,
2020-08-24,RS,,479,31,
2020-08-24,S,,91,55,
2020-08-24,T,,347,30,
2020-08-25,A,3393,56,18,
2020-08-25,B,1206,57,4,
2020-08-25,C,1939,58,12,
2020-08-25,D,5788,265,16,
2020-08-25,E,5440,37,15,
2020-08-25,FN,5313,244,21,
2020-08-25,FS,6355,182,33,
2020-08-25,GN,7976,395,22,
2020-08-25,GS,5893,165,6,
2020-08-25,HE,4670,141,17,
2020-08-25,HW,3834,239,7,
2020-08-25,KE,8420,570,44,
2020-08-25,KW,7673,363,41,
2020-08-25,L,5863,108,59,
2020-08-25,ME,4723,76,34,
2020-08-25,MW,4068,138,9,
2020-08-25,N,6979,249,10,
2020-08-25,PN,8209,377,24,
2020-08-25,PS,4614,239,19,
2020-08-25,RC,7507,605,10,
2020-08-25,RN,3594,235,38,
2020-08-25,RS,6654,494,31,
2020-08-25,S,7408,91,55,
2020-08-25,T,5926,282,30,
2020-08-26,A,3463,56,18,
2020-08-26,B,1212,57,4,
2020-08-26,C,1962,58,12,
2020-08-26,D,5874,265,16,
2020-08-26,E,5497,37,15,
2020-08-26,FN,5360,244,21,
2020-08-26,FS,6418,182,33,
2020-08-26,GN,8048,395,22,
2020-08-26,GS,5937,165,6,
2020-08-26,HE,4700,141,17,
2020-08-26,HW,3916,239,7,
2020-08-26,KE,8487,570,44,
2020-08-26,KW,7804,363,41,
2020-08-26,L,5895,108,59,
2020-08-26,ME,4782,76,34,
2020-08-26,MW,4111,138,9,
2020-08-26,N,7055,249,10,
2020-08-26,PN,8288,377,24,
2020-08-26,PS,4687,239,19,
2020-08-26,RC,7685,605,10,
2020-08-26,RN,3677,235,38,
2020-08-26,RS,6783,494,31,
2020-08-26,S,7475,91,55,
2020-08-26,T,6000,282,30,
2020-08-27,A,3493,64,14,
2020-08-27,B,1214,55,3,
2020-08-27,C,1970,57,12,
2020-08-27,D,5935,249,14,
2020-08-27,E,5538,37,15,
2020-08-27,FN,5401,244,21,
2020-08-27,FS,6451,183,33,
2020-08-27,GN,8088,355,13,
2020-08-27,GS,5968,165,6,
2020-08-27,HE,4686,141,17,
2020-08-27,HW,3961,223,5,
2020-08-27,KE,8531,389,44,
2020-08-27,KW,7885,419,41,
2020-08-27,L,5926,110,58,
2020-08-27,ME,4805,76,35,
2020-08-27,MW,4137,142,9,
2020-08-27,N,7112,251,10,
2020-08-27,PN,8359,363,25,
2020-08-27,PS,4735,234,20,
2020-08-27,RC,7801,778,10,
2020-08-27,RN,3720,220,38,
2020-08-27,RS,6903,504,28,
2020-08-27,S,7524,101,52,
2020-08-27,T,6029,302,31,
2020-08-28,A,3527,67,16,
2020-08-28,B,1228,51,2,
2020-08-28,C,1993,49,11,
2020-08-28,D,5991,247,13,
2020-08-28,E,5558,37,15,
2020-08-28,FN,5442,244,21,
2020-08-28,FS,6500,185,33,
2020-08-28,GN,8148,355,13,
2020-08-28,GS,6017,167,6,
2020-08-28,HE,4708,144,17,
2020-08-28,HW,4015,236,6,
2020-08-28,KE,8586,389,44,
2020-08-28,KW,7953,431,41,
2020-08-28,L,5962,108,54,
2020-08-28,ME,4840,75,33,
2020-08-28,MW,4167,146,9,
2020-08-28,N,7157,286,11,
2020-08-28,PN,8445,372,26,
2020-08-28,PS,4771,250,20,
2020-08-28,RC,7927,845,10,
2020-08-28,RN,3762,274,44,
2020-08-28,RS,6980,557,28,
2020-08-28,S,7574,99,52,
2020-08-28,T,6088,302,31,
2020-08-29,A,3564,62,15,
2020-08-29,B,1237,56,2,
2020-08-29,C,2026,52,12,
2020-08-29,D,6052,252,14,
2020-08-29,E,5601,37,15,
2020-08-29,FN,5490,244,21,
2020-08-29,FS,6561,189,33,
2020-08-29,GN,8203,386,13,
2020-08-29,GS,6057,160,6,
2020-08-29,HE,4735,156,17,
2020-08-29,HW,4091,243,6,
2020-08-29,KE,8665,389,44,
2020-08-29,KW,8018,440,42,
2020-08-29,L,6003,108,54,
2020-08-29,ME,4868,82,33,
2020-08-29,MW,4197,145,8,
2020-08-29,N,7242,297,12,
2020-08-29,PN,8531,375,25,
2020-08-29,PS,4840,255,21,
2020-08-29,RC,8063,916,10,
2020-08-29,RN,3813,292,48,
2020-08-29,RS,7055,553,27,
2020-08-29,S,7627,100,50,
2020-08-29,T,6139,304,31,
2020-08-30,A,3608,65,16,
2020-08-30,B,1243,63,2,
2020-08-30,C,2045,60,12,
2020-08-30,D,6110,264,14,
2020-08-30,E,5627,37,15,
2020-08-30,FN,5552,244,21,
